professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Cathy  Stephan,University of Rhode Island,Psychology department, Kingston, RI,2.0,4.7,,1.8,,5.0,04/26/2005,NAN,PSY235,5.0,2.0,,,,,0.0,0.0,Awesome woman and teacher. Very clear about topics and what is important to understand for exams. Open to new ideas and methods and allows for a lot of extra credit. Definitely recommended as a teacher for any class!,38.0,male,nh_white,0.008666675,0.026616432,0.14867151,0.8160454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Ferguson,Eastern Kentucky University,Education department, Richmond, KY,14.0,4.3,,1.4,Respected (1)  Inspirational (1)  Caring (1),15.0,12/14/2005,NAN,ELE322,5.0,1.0,,,,,1.0,0.0,I loved this class. One of my favorites so far. He is a great teacher and person. Assignments aren\'t bad and there aren\'t tests. He is very nice and easy to get along with.,34.0,male,nh_white,0.020318355,0.04913254,0.46115834,0.4693908,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhammad  Sharif,University of Alabama,Engineering department, Tuscaloosa, AL,3.0,2.9,20%,3.1,LOTS OF HOMEWORK (13)  TEST HEAVY (5)  LECTURE HEAVY (5)  GRADED BY FEW THINGS (4)  Tough Grader (3)  Clear grading criteria (3)  Respected (2)  Amazing lectures (1)  BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  Caring (1),29.0,02/01/2018,NAN,AEM264,1.0,5.0,Mandatory,Yes,No,,3.0,0.0,The class consists of him standing at the front working out examples. He never explains what he is doing or why and it is super confusing. Combine this with a large lecture hall his horrible handwriting & thick accent and the lecture is incomprehensible. The grade you receive is based on 10 online pop quizzes & online test during lecture period.,61.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
Dona  Fletcher,Sinclair Community College,Sociology department, Dayton, OH,11.0,1.5,,4.2,Tough Grader (3)  LOTS OF HOMEWORK (2)  SO MANY PAPERS (2)  LECTURE HEAVY (1)  Clear grading criteria (1),41.0,08/01/2017,SOC1101,NAN,2.0,4.0,,Yes,No,,1.0,0.0,HORRIBLE. SO MANY PAPERS. SHE IS A TOUGH GRADER! At least 5-8 papers due EVERY SINGLE WEEK! I\'m not sure if it is different in-class but I will never do this again.,32.0,male,nh_white,0.02086632,0.08255704,0.39454907,0.5020276,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
Tersh  Palmer,Castleton University,English department, Castleton, VT,7.0,2.1,,3.2,,6.0,01/12/2005,NAN,WOMENSSTUDIES,2.5,2.0,,,,,0.0,0.0,He has got to be be the most boring person I have ever come in contact with. All we did in class was comment on what we read the night before. I got a B- on every assignment and ended up with an A?,44.0,male,nh_white,0.006001864,0.05533729,0.258564,0.6800968000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theodore  Zeman,Saint Joseph\'s University,History department, Philadelphia, PA,10.0,3.6,,3.0,Get ready to read (4)  Tough Grader (3)  LECTURE HEAVY (3)  SO MANY PAPERS (2)  Gives good feedback (1)  Participation matters (1)  TEST HEAVY (1)  Caring (1)  Hilarious (1)  Amazing lectures (1),35.0,12/20/2008,NAN,HIST1011,5.0,3.0,,,,,0.0,0.0,Funny guy he really knows his stuff. If you read the textbook you will be fine for the tests. Make flash cards and do the essays before hand and see him during office hours - he will give you answers and help for the tests. Very laid back can\'t wait to take him again!,54.0,male,nh_black,0.013686804,0.06106241,0.5123842000000001,0.41286662,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0
Andy  Jones,University of California Davis,English department, Davis, CA,11.0,4.4,,3.1,Skip class? You won\'t pass. (3)  Respected (2)  BEWARE OF POP QUIZZES (1)  Gives good feedback (1)  Tough Grader (1)  Inspirational (1)  ACCESSIBLE OUTSIDE CLASS (1),44.0,01/03/2013,NAN,UWP101,3.5,1.0,,,,,1.0,5.0,Why does Dr. Andy not have a chili pepper? THE BEARD!,11.0,male,hispanic,0.054090295,0.5785295,0.09594779,0.27143246,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
F  Houston,Rutgers - State University of New Jersey,Marketing department, Camden, NJ,8.0,2.3,,1.9,,8.0,08/22/2005,NAN,MARKETING,1.0,1.0,,,,,0.0,1.0,No Comments,2.0,male,nh_white,0.007562062,0.02023483,0.430765,0.54143804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peggy  Maher,Maryville College,Languages department, Maryville, TN,13.0,2.7,,4.4,Tough Grader (2)  LOTS OF HOMEWORK (2)  Get ready to read (2)  Gives good feedback (1),11.0,10/12/2011,NAN,SLI215,1.5,5.0,,,,,1.0,0.0,may be in the running for the hardest major at maryville. she makes it that way. be prepared to study A LOT. labs are tough. she will make you a better interpreter. she is no joke.,36.0,male,nh_white,0.051889524,0.2770042,0.15977475,0.5113314999999999,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Murphy,Long Beach City College,Biology department, Long Beach, CA,2.0,2.4,,3.6,,10.0,09/13/2005,NAN,BIO41,2.5,5.0,Mandatory,,,A,0.0,0.0,Murphy always talks about football and never mentions anything about biology. He has confusing lectures but I will admit that his powerpoint short video presentations are ok. His test are very hard and if you play football he will pass you reguardless so unless your an athlete I dont reccomend this class.,52.0,male,nh_white,0.07879784,0.15139163,0.24670364,0.52310693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul  Clark,Albright College,Literature department, Reading, PA,11.0,4.1,,2.5,,13.0,02/02/2003,NAN,ENG235,5.0,1.0,,,,,0.0,0.0,CREATIVE WRITTING WAS THE EASIEST AND BEST CLASS I HAVE EVER TAKEN AT ALBRIGHT,14.0,male,nh_white,0.019316565,0.06041165,0.25892282,0.66134906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia  Scott,McGill University,Accounting department, Montreal, QC,12.0,3.9,,3.1,Clear grading criteria (2)  Amazing lectures (2)  Respected (2)  Skip class? You won\'t pass. (1)  Tough Grader (1)  LECTURE HEAVY (1)  Gives good feedback (1)  Participation matters (1),49.0,12/01/2006,NAN,ACCTSECT,4.5,3.0,,,,,0.0,0.0,For Intermediate Fin 1... Shes solid knows her stuff goes at a good pace and exams are fair. She preps you well for the exams.,25.0,male,nh_white,0.005143909,0.010325925,0.23030634,0.7542238,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Karen  Stewart,Miami Dade College (all),Humanities department, Miami, FL,5.0,4.7,,1.2,,48.0,12/12/2008,NAN,DAN2100,5.0,1.0,,,,,0.0,0.0,EXTREMELY EASY A ONLY A DUMMY CAN FAIL HER CLASS. SHE TELLS YOU EXACTLY WHAT YOU WILL HAVE FOR MIDTERM AND FINAL I HIGHLY RECOMMEND HER. I GOT AN A ON HER CLASS. DONT MISS HER CLASS SHE LITERALLY SIGNS YOU OUT AT THE END OF THE CLASS. SHE WILL LOWER YOUR GRADE AFTER A CERTAIN AMOUNT OF ABSENCES OR TARDEES. SHE GIVES LOTS OF EXTRA CREDIT. TAKE HER.,69.0,male,hispanic,0.0061468207,0.8034474,0.034711476,0.15569429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clare  Johnson,Fashion Institute of Technology,Mathematics department, New York, NY,12.0,2.4,40%,3.5,Tough Grader (5)  Skip class? You won\'t pass. (2)  LOTS OF HOMEWORK (1)  Participation matters (1)  LECTURE HEAVY (1)  Get ready to read (1),33.0,12/12/2017,NAN,MA222,5.0,4.0,Mandatory,Yes,Yes,,0.0,0.0,My class was once a week and 4 hours (stats class). She did not give us any homework since the class was so long. I think sh explained things well but statistics is just difficult for me as it is for most people. She let us use a notecard on one of the tests. She really was great though and I recommend her. Sometimes she would let us out early.,70.0,male,nh_white,0.02704217,0.14060116,0.02729806,0.80505866,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Carla  Steinberg,Sonoma State University,English department, Rohnert Park, CA,4.0,4.4,,2.0,,32.0,12/14/2005,NAN,ENGLISH101,3.5,2.0,,,,,0.0,0.0,This teacher will talk your ear off during every class some of it relevant to the subject. She is pretty opinionated although she claims otherwise so choose your words carefully. Overall she\'s a great teacher and your assignments aren\'t hard. It was an enjoyable class.,45.0,male,hispanic,0.010686592,0.5016727,0.017180463,0.47046036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monica  Reimer,University of Victoria,Chemistry department, Victoria, BC,3.0,1.7,6%,4.0,Tough Grader (14)  Skip class? You won\'t pass. (7)  SO MANY PAPERS (5)  LOTS OF HOMEWORK (3)  BEWARE OF POP QUIZZES (3)  Gives good feedback (1)  Clear grading criteria (1)  Get ready to read (1),58.0,10/17/2017,NAN,CHEM101,1.0,4.0,Mandatory,Yes,No,B,0.0,0.0,Monica in person outside of class she can be nice. In class another story. She is very rude unreasonable and she gives you the run around like she can\'t be bothered. If you have to take chem I suggest you take it at Camosun and transfer the credits. I have had to go over her head many times for my lab to be graded again for a proper mark.,69.0,male,hispanic,0.03865932,0.44189,0.098452576,0.4209982,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Richard  Davis,Sam Houston State University,Communication department, Huntsville, TX,2.0,3.9,,4.0,,10.0,08/02/2005,NAN,RTV474,1.5,3.0,,,,,0.0,0.0,Im so glad he is leaving.,6.0,male,nh_black,0.0058958,0.011314099,0.53534377,0.44744632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul  Clark,Albright College,Literature department, Reading, PA,11.0,4.1,,2.5,,13.0,07/06/2010,NAN,REL210,5.0,2.0,,,,,0.0,0.0,Nicest man ive ever met in my life. all of his papers for Religion in Literature were about ourselves. It helped you figure out who you were as a person and it was a very helpful course to take during my freshman year of college. I have nothing but great things to say about him and his class.,58.0,male,nh_white,0.019316565,0.06041165,0.25892282,0.66134906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis  Johnston,The College of Saint Rose,Music department, Albany, NY,11.0,3.9,,2.2,Participation matters (1),17.0,12/08/2004,NAN,MUS211,5.0,4.0,,,,,0.0,0.0,Dennis is a wonderful teacher! He is truely dedicated and makes learning an unforgettable experience. His approaches to things are great and he is just downright hilarious! Dennis rocks!,29.0,male,nh_black,0.0039252667,0.01587821,0.92846626,0.051730283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P  Lawson,Volunteer State Community College,Psychology department, Gallatin, TN,3.0,2.7,,3.3,,50.0,11/28/2007,NAN,PSY101,2.0,5.0,,,,,0.0,0.0,Very funny,2.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazim  Ruhi,University of Maryland,Business department, College Park, MD,11.0,3.7,,3.1,Skip class? You won\'t pass. (2)  Tough Grader (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (1)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1)  Clear grading criteria (1)  Get ready to read (1),21.0,01/28/2009,NAN,BUSSIBMGT,4.0,4.0,,,,,0.0,0.0,Professor Ruhi was one of the best teachers I\'ve ever had. He was always so helpful and nice. Dr. Ruhi really wants his students to learn the material.,28.0,male,nh_white,0.01312496,0.024353404,0.38079727,0.58172435,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
John  Reed,University of Utah,History department, Salt Lake City, UT,3.0,3.3,29%,3.3,LECTURE HEAVY (17)  Tough Grader (8)  TEST HEAVY (7)  GRADED BY FEW THINGS (6)  Get ready to read (4)  Skip class? You won\'t pass. (3)  Amazing lectures (2)  SO MANY PAPERS (2)  Clear grading criteria (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  Hilarious (1),55.0,10/24/2017,NAN,HIST1700,2.0,3.0,Not Mandatory,Yes,No,,0.0,1.0,While he may know what he is talking about he talks for so long and brings in so many random references to the lectures (such as star trek or his daughter) that the important parts become unclear. There are only 3 exams for the semester and these are your only grades so be sure to attend the SI and TA sessions before each exam.,64.0,male,nh_white,0.026427288,0.034834992,0.18517151,0.7535662,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0
Anthony  Stewart,Dalhousie University,English department, Halifax, NS,4.0,4.0,,3.7,,39.0,04/21/2010,NAN,ENG2070,3.5,5.0,,,,,0.0,0.0,The readings were really interesting and he\'s obviously a very smart guy. Intimidating at times and after taking numerous English classes he is most definately the hardest marker that I\'ve encountered..,31.0,male,nh_white,0.0037718988,0.020329734,0.37009293,0.6058055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandra  Clark,Anderson University,English department, Anderson, IN,5.0,1.9,,3.7,,20.0,04/25/2008,NAN,ENGL1030,1.0,5.0,,,,,0.0,0.0,A truly difficult and unhelpful teacher. Avoid like the plague!!!,10.0,male,nh_black,0.0030368296,0.0076902825,0.6541729000000001,0.33510008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David  Martin,Montgomery County Community College (all),Computer Science department, Blue Bell, PA,13.0,3.3,17%,3.1,LOTS OF HOMEWORK (5)  Get ready to read (3)  Tough Grader (2)  EXTRA CREDIT (1)  Participation matters (1)  Respected (1)  Clear grading criteria (1)  Skip class? You won\'t pass. (1)  BEWARE OF POP QUIZZES (1)  Gives good feedback (1),20.0,10/07/2013,NAN,CIS215,5.0,1.0,,,,,2.0,0.0,I am not sure this is the right class for Mr. Martin to teach. I felt that most of the class was confused on the overall subject. He DID give his all and was very nice and definitely knew the informationjust teaching us the information was not clear enough. That may be because of a student who kept disrupting the class.,61.0,male,nh_white,0.014697942,0.0942935,0.2602128,0.6307958,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
James  Arvo,University of California Irvine,Engineering department, Irvine, CA,6.0,4.6,,2.7,,27.0,10/04/2007,NAN,GRADRESE,4.5,3.0,,,,,0.0,0.0,inspired kind expert,3.0,male,nh_white,0.041626584,0.30135983,0.049820285,0.60719323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fields  Larry,Macomb Community College (all campuses),Biology department, Macomb, MI,3.0,3.8,,3.5,,2.0,09/19/2003,NAN,AP,5.0,3.0,,,,,0.0,0.0,This course was tough but he explained things really well and told you exactly what would be on the test so you didn\'t waste your time studying worthless crap.,29.0,male,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmond  Hamlet,Denison University,English department, Granville, OH,2.0,2.7,,3.7,,25.0,01/30/2005,NAN,FYS,1.0,5.0,,,,,0.0,0.0,he was so unhelpful and his lectures were took up the entire class period.,14.0,male,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peggy  Maher,Maryville College,Languages department, Maryville, TN,13.0,2.7,,4.4,Tough Grader (2)  LOTS OF HOMEWORK (2)  Get ready to read (2)  Gives good feedback (1),11.0,11/18/2014,NAN,AEI301,1.5,5.0,,Yes,,,3.0,0.0,Most unorganized teacher I have ever had. She is a very sweet woman who will work with you depending on what you have going on in your life but she assigns more homework than she can even grade. Thanksgiving break is next week and I have not gotten one grade back all year. All of the homework is tedious and you basically teach yourself.,64.0,male,nh_white,0.051889524,0.2770042,0.15977475,0.5113314999999999,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
William  Brooks,Florida Atlantic University,Biology department, Boca Raton, FL,1.0,3.5,68%,3.6,Skip class? You won\'t pass. (73)  BEWARE OF POP QUIZZES (47)  Tough Grader (39)  Hilarious (27)  LECTURE HEAVY (21)  Get ready to read (20)  EXTRA CREDIT (15)  Amazing lectures (11)  TEST HEAVY (8)  Respected (7)  Inspirational (7)  Clear grading criteria (5)  Participation matters (4)  Gives good feedback (4)  Caring (2),274.0,01/31/2018,NAN,BSC1011,5.0,3.0,Mandatory,Yes,Yes,B,2.0,0.0,One of the best professors I\'ve ever had. His lectures are so entertaining that even when mind-numbingly topics like botany present themselves he manages to grasp your attention. I recommend him to anyone that wants to have an incredibly clear understanding of biology while laughing the entire time.,48.0,male,hispanic,0.009557745,0.5360341,0.015778068,0.43863013,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
D  Warner,Volunteer State Community College,Communication department, Gallatin, TN,8.0,4.4,,1.9,Respected (1)  Participation matters (1)  Caring (1),24.0,08/02/2013,NAN,SPCH1010,3.5,2.0,,,,,0.0,0.0,I found him to be very animated and entertaining. Show up for class. participate and take the online practice quizzes before his tests and you will do fine in his class. The one negative I had with him is all his examples are church related so if your not a Christian his examples wont make sense to you. Ask the right questions to get around that.,66.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark  Wessel,Glendale Community College,Fine Arts department, Glendale, CA,11.0,4.6,,2.7,,15.0,01/31/2008,NAN,ALLCLS,5.0,2.0,,,,,0.0,1.0,He is AWESOME!!!!!! He is very creative very helpful and very knowledgeable. I have taken all the classes Mark teaches at GCC and I\xe2\x80\x99m extremely happy that I did so. If you are an art student you will always have use fore everything you learn in his classes no matter if it\xe2\x80\x99s the Color Theory or Design class. His Color Theory class is just grate an,66.0,male,nh_white,0.05534918,0.19766766,0.27757257,0.46941057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey  Kent,Volunteer State Community College,Biology department, Gallatin, TN,5.0,3.7,100%,4.4,EXTRA CREDIT (9)  Gives good feedback (8)  Caring (6)  Skip class? You won\'t pass. (5)  Tough Grader (4)  Respected (4)  ACCESSIBLE OUTSIDE CLASS (3)  Amazing lectures (3)  Get ready to read (3)  LECTURE HEAVY (2)  Participation matters (1)  TEST HEAVY (1)  Inspirational (1)  Clear grading criteria (1),64.0,12/03/2014,NAN,BIOL2010,4.0,3.0,Mandatory,Yes,Yes,,0.0,0.0,Great Professor!! Will be taking him again!!,7.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0
Karen  Douglas,San Antonio College,Psychology department, San Antonio, TX,3.0,3.0,,2.9,Get ready to read (10)  Clear grading criteria (6)  LOTS OF HOMEWORK (4)  GROUP PROJECTS (3)  Participation matters (3)  Tough Grader (2)  BEWARE OF POP QUIZZES (2)  LECTURE HEAVY (1)  Caring (1)  Skip class? You won\'t pass. (1)  GRADED BY FEW THINGS (1)  Respected (1)  Inspirational (1),85.0,12/06/2014,NAN,2314012,1.0,4.0,Mandatory,Yes,,C,1.0,0.0,Terrible she is not helpful when a student doesn\'t understand she is very harsh and makes them feel very stupid. Maybe she is better online but I had her for in person but in my opinion she was not a very good teacher. I can say I do not feel like I had a chance to connect with the material because it was not taught very well.,67.0,male,hispanic,0.00970379,0.83910215,0.019570757,0.13162331,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0
Robert  Brannon,Brooklyn College,Psychology department, Brooklyn, NY,1.0,4.1,,2.6,,33.0,12/20/2005,NAN,PSYCH10,4.0,3.0,,,,,0.0,0.0,He gives a full hour and a half of lecture so be ready to take alot of notes. His 2 tests are 100 multiple choice so be ready to study. Good news is that he gives a great curve.,39.0,male,nh_white,0.0098454235,0.026140444,0.41389626,0.5501178000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
